number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs_per_cycle,params_freeze_feature_extractor,params_learning_rate,state
0,0.9333295822143555,2024-10-02 10:01:22.638438,2024-10-02 12:26:54.002294,0 days 02:25:31.363856,1,8,True,3.839539028843175e-05,COMPLETE
